PMID,Sentence,ID_1,E1,Type_E1,Full_E1,MeSH_E1,Synonyms_1,Relation,ID_2,E2,Type_E2,Full_E2,MeSH_E2,Synonyms_2
30797122,"In this study, we examined the associations of objectively-measured plasma TFA concentrations with depression in a large population-based cross-sectional study among U.S. adults.",,objectively-measured plasma TFA concentrations,CHEMICAL,objectively-measured plasma TFA concentrations,,,have the associations with,,depression,MENTAL_HEALTH,central alpha-2 receptors,,
29153295,"The purpose of this study was to investigate the effect of a single intra-cutaneous injection of ropivacaine plus methylprednisolone on acute thoracic herpes zoster (HZ) pain intensity and duration, eruptive duration, and PHN incidence.",,methylprednisolone,CHEMICAL,methylprednisolone,,,have a single intra-cutaneous injection on,,thoracic herpes zoster,DISEASE,thoracic herpes zoster,,
29153295,"The purpose of this study was to investigate the effect of a single intra-cutaneous injection of ropivacaine plus methylprednisolone on acute thoracic herpes zoster (HZ) pain intensity and duration, eruptive duration, and PHN incidence.",,ropivacaine,CHEMICAL,ropivacaine,,,have a single intra-cutaneous injection on,,thoracic herpes zoster,DISEASE,thoracic herpes zoster,,
29153295,"A total of 97 patients with acute thoracic HZ diagnosed 1-7 days after the onset of the rash were randomly assigned to receive either 15 mL of 37.5 mg ropivacaine plus 40 mg methylprednisolone (active group, n = 49) or 15 mL of saline (placebo group, n = 48).",,rash,DISEASE,rash,,,receive,,mg ropivacaine,CHEMICAL,mg ropivacaine,,
29153295,Acetaminophen was used as a rescue analgesia when visual analog scale ≥4.,,Acetaminophen,CHEMICAL,Acetaminophen,,,used as,,rescue analgesia,MENTAL_HEALTH,rescue analgesia,,
33304720,Antihistamines are known risk factors for restless legs syndrome (RLS).,,Antihistamines,CHEMICAL,Antihistamines,,,known risk factors for,,RLS,DISEASE,restless legs syndrome,,
34981396,"Data underwent analysis of variance by the F test means for nitrogen were compared by Tukey's test and means for bovine biofertilizer, by regression.",,nitrogen,CHEMICAL,nitrogen,,,compared by tukey's test by,,regression,MENTAL_HEALTH,regression,,
11145003,"Severe falciparum malaria, with its associated hyperpyrexia, distorts plasma levels of large neutral amino acids (NAA) and consequently, brain uptake of individual NAA.",,associated hyperpyrexia,DISEASE,associated hyperpyrexia,,,distort plasma levels of,,large neutral amino acids,CHEMICAL,large neutral amino acids,,
11145003,"Severe falciparum malaria, with its associated hyperpyrexia, distorts plasma levels of large neutral amino acids (NAA) and consequently, brain uptake of individual NAA.",,Severe falciparum malaria,DISEASE,Severe falciparum malaria,,,distort plasma levels of,,large neutral amino acids,CHEMICAL,large neutral amino acids,,
11145003,"Since brain levels of NAA determine cerebral synthesis of monoamines (serotonin, histamine, catecholamines), we measured plasma concentrations of NAA, and also plasma histamine (Hm) in children with falciparum malaria and in uninfected controls.",,NAA,CHEMICAL,large neutral amino acids,,,determine cerebral synthesis of,,histamine,CHEMICAL,histamine,,
11145003,"Since brain levels of NAA determine cerebral synthesis of monoamines (serotonin, histamine, catecholamines), we measured plasma concentrations of NAA, and also plasma histamine (Hm) in children with falciparum malaria and in uninfected controls.",,NAA,CHEMICAL,large neutral amino acids,,,determine cerebral synthesis of,,serotonin,CHEMICAL,serotonin,,
11145003,"Since brain levels of NAA determine cerebral synthesis of monoamines (serotonin, histamine, catecholamines), we measured plasma concentrations of NAA, and also plasma histamine (Hm) in children with falciparum malaria and in uninfected controls.",,NAA,CHEMICAL,large neutral amino acids,,,determine cerebral synthesis of,,catecholamines,CHEMICAL,catecholamines,,
21679091,Its sodium salt (sodium oxybate: SXB) was approved by the Food and Drug Administration (FDA) for the treatment of narcolepsy.,,sodium salt,CHEMICAL,sodium salt,,,approved by,,Drug,BIOCHEMICAL,Drug,,
21679091,Its sodium salt (sodium oxybate: SXB) was approved by the Food and Drug Administration (FDA) for the treatment of narcolepsy.,,sodium salt,CHEMICAL,sodium salt,,,approved by,,narcolepsy,MENTAL_HEALTH,narcolepsy,,
21679091,Its sodium salt (sodium oxybate: SXB) was approved by the Food and Drug Administration (FDA) for the treatment of narcolepsy.,,sodium oxybate,CHEMICAL,sodium oxybate,,,approved by,,Drug,BIOCHEMICAL,Drug,,
21679091,Its sodium salt (sodium oxybate: SXB) was approved by the Food and Drug Administration (FDA) for the treatment of narcolepsy.,,sodium oxybate,CHEMICAL,sodium oxybate,,,approved by,,narcolepsy,MENTAL_HEALTH,narcolepsy,,
21679091,Its sodium salt (sodium oxybate: SXB) was approved by the Food and Drug Administration (FDA) for the treatment of narcolepsy.,,SXB,CHEMICAL,SXB,,,approved by,,Drug,BIOCHEMICAL,Drug,,
21679091,Its sodium salt (sodium oxybate: SXB) was approved by the Food and Drug Administration (FDA) for the treatment of narcolepsy.,,SXB,CHEMICAL,SXB,,,approved by,,narcolepsy,MENTAL_HEALTH,narcolepsy,,
21679091,SXB has shown to improve disrupted sleep and increase NR3 (slow-wave restorative) sleep in patients with narcolepsy.,,SXB,CHEMICAL,SXB,,,improve disrupted,,narcolepsy,MENTAL_HEALTH,narcolepsy,,
17140279,"Furthermore, multiple measures of daytime sleepiness and cataplexy demonstrated consistent short- and long-term improvement in response to night-time sodium oxybate therapy.",,cataplexy,MENTAL_HEALTH,cataplexy,,,demonstrate consistent short- and long-term improvement in response to,,night-time sodium oxybate therapy,CHEMICAL,night-time sodium oxybate therapy,,
17140279,"Furthermore, multiple measures of daytime sleepiness and cataplexy demonstrated consistent short- and long-term improvement in response to night-time sodium oxybate therapy.",,daytime sleepiness,MENTAL_HEALTH,daytime sleepiness,,,demonstrate consistent short- and long-term improvement in response to,,night-time sodium oxybate therapy,CHEMICAL,night-time sodium oxybate therapy,,
28845765,"It also has many qualities to help improve our state of mind (thus possibly reducing the consumption of alcohol), it acts as a stimulant, cures blotchiness, fulfills thirst, eliminates indigestion, cures beriberi disease, prevents fatigue, and improves kidney and brain function.",,beriberi disease,DISEASE,beriberi disease,,,prevent,,fatigue,MENTAL_HEALTH,fatigue,,
34824327,"The serum As, Cd, Pb, and Hg levels increased and the serum glutathione (GSH) and superoxide dismutase (SOD) levels diminished significantly in the PCOS group compared to the control group at P < 0.001.",,glutathione levels,CHEMICAL,glutathione levels,,,diminish in,,PCOS group,DISEASE,PCOS group,,
34824327,"Additionally, the PCOS group exhibited a strong negative correlation between the GSH and As levels (P < 0.01), GSH and Pb levels (P < 0.05) and GSH and Hg levels (P < 0.01).",,PCOS group,DISEASE,PCOS group,,,exhibit strong negative correlation between gsh and as,,Pb,CHEMICAL,lead,,
34824327,"Additionally, the PCOS group exhibited a strong negative correlation between the GSH and As levels (P < 0.01), GSH and Pb levels (P < 0.05) and GSH and Hg levels (P < 0.01).",,PCOS group,DISEASE,PCOS group,,,exhibit strong negative correlation between gsh and as,,GSH levels,CHEMICAL,GSH levels,,
34824327,"Additionally, the PCOS group exhibited a strong negative correlation between the GSH and As levels (P < 0.01), GSH and Pb levels (P < 0.05) and GSH and Hg levels (P < 0.01).",,PCOS group,DISEASE,PCOS group,,,exhibit strong negative correlation between gsh and as,,Hg,CHEMICAL,mercury,,
34824327,"Additionally, the PCOS group exhibited a strong negative correlation between the GSH and As levels (P < 0.01), GSH and Pb levels (P < 0.05) and GSH and Hg levels (P < 0.01).",,PCOS group,DISEASE,PCOS group,,,exhibit strong negative correlation between gsh and as,,GSH,CHEMICAL,serum glutathione,,
34824327,"Additionally, the PCOS group exhibited a strong negative correlation between the GSH and As levels (P < 0.01), GSH and Pb levels (P < 0.05) and GSH and Hg levels (P < 0.01).",,PCOS group,DISEASE,PCOS group,,,exhibit strong negative correlation between,,GSH,CHEMICAL,serum glutathione,,
1510385,"The levels of reduced glutathione in substantia nigra, however, are reduced to the same extent as in advanced Parkinson's disease.",,reduced glutathione,CHEMICAL,reduced glutathione,,,reduced to same extent as,,advanced Parkinson's disease,DISEASE,advanced Parkinson's disease,,
18417989,Some studies of children with Down syndrome have found mild abnormalities in the metabolism of pyridoxine (vitamin B(6)); therefore the present question is whether such abnormalities might also be present in the amniotic fluid of fetuses with Down syndrome.,,Down syndrome,MENTAL_HEALTH,Down syndrome,,,find mild abnormalities in metabolism of,,pyridoxine,BIOCHEMICAL,vitamin B6,,
18417989,Some studies of children with Down syndrome have found mild abnormalities in the metabolism of pyridoxine (vitamin B(6)); therefore the present question is whether such abnormalities might also be present in the amniotic fluid of fetuses with Down syndrome.,,Down syndrome,MENTAL_HEALTH,Down syndrome,,,find mild abnormalities in metabolism of,,vitamin B(6,BIOCHEMICAL,vitamin B(6,,
32801080,The antioxidative defense mechanism was also boosted up via enhanced content of total phenolics and carotenoids.,,antioxidative defense mechanism,MENTAL_HEALTH,antioxidative defense mechanism,,,boosted via enhanced content of,,carotenoids,BIOCHEMICAL,carotenoids,,
32098385,"However, seed priming with SNP and H2O2 alone and in combination mitigated the deleterious effects of water stress on growth and yield by improving the Ψw, Ψs, Ψp, photosynthetic pigments, osmolytes accumulation (GB and Pro), TSP, and the antioxidative defense mechanism.",,H2O2,CHEMICAL,hydrogen peroxide,,,improve,,antioxidative defense mechanism,MENTAL_HEALTH,antioxidative defense mechanism,,
32098385,"However, seed priming with SNP and H2O2 alone and in combination mitigated the deleterious effects of water stress on growth and yield by improving the Ψw, Ψs, Ψp, photosynthetic pigments, osmolytes accumulation (GB and Pro), TSP, and the antioxidative defense mechanism.",,SNP,CHEMICAL,best candidate single-nucleotide polymorphism,,,improve,,antioxidative defense mechanism,MENTAL_HEALTH,antioxidative defense mechanism,,
32098385,"The results revealed that exogenous application of NO and H2O2 was effective in increasing the tolerance of wheat plants under drought stress in terms of growth and grain yield by regulating plant-water relations, the antioxidative defense mechanism, and accumulation of osmolytes, and by reducing the membrane lipid peroxidation.",,H2O2,CHEMICAL,hydrogen peroxide,,,increase tolerance of wheat plants under drought stress in,,grain,CHEMICAL,grain,,
32098385,"The results revealed that exogenous application of NO and H2O2 was effective in increasing the tolerance of wheat plants under drought stress in terms of growth and grain yield by regulating plant-water relations, the antioxidative defense mechanism, and accumulation of osmolytes, and by reducing the membrane lipid peroxidation.",,H2O2,CHEMICAL,hydrogen peroxide,,,increase tolerance of,,wheat plants,NUTRITION,wheat plants,,
32098385,"The results revealed that exogenous application of NO and H2O2 was effective in increasing the tolerance of wheat plants under drought stress in terms of growth and grain yield by regulating plant-water relations, the antioxidative defense mechanism, and accumulation of osmolytes, and by reducing the membrane lipid peroxidation.",,NO,CHEMICAL,nitric oxide,,,increase tolerance of wheat plants under drought stress in,,grain,CHEMICAL,grain,,
32098385,"The results revealed that exogenous application of NO and H2O2 was effective in increasing the tolerance of wheat plants under drought stress in terms of growth and grain yield by regulating plant-water relations, the antioxidative defense mechanism, and accumulation of osmolytes, and by reducing the membrane lipid peroxidation.",,NO,CHEMICAL,nitric oxide,,,increase tolerance of,,wheat plants,NUTRITION,wheat plants,,
29154107,"As a consequence, aripiprazole had been registered by Food and Drug Administration (FDA) for the treatment of tics and represents new therapeutic option in treatment of GTS.",,aripiprazole,CHEMICAL,aripiprazole,,,registered as consequence by,,Drug,BIOCHEMICAL,Drug,,
34830098,The evolution of resistance in Salmonella to fluoroquinolones (FQs) under a broad range of sub-inhibitory concentrations (sub-MICs) has not been systematically studied.,,resistance,MENTAL_HEALTH,resistance,,,have the evolution in,,fluoroquinolones,CHEMICAL,fluoroquinolones,,
34830098,It was shown that the resistance rate and resistance level of S. Enteritidis varied with the increase in ENR concentration and duration of selection.,,resistance rate,MENTAL_HEALTH,resistance rate,,,vary with increase in,,ENR concentration,CHEMICAL,ENR concentration,,
34830098,It was shown that the resistance rate and resistance level of S. Enteritidis varied with the increase in ENR concentration and duration of selection.,,S. Enteritidis,DISEASE,Enteritidis,,,vary with increase in,,ENR concentration,CHEMICAL,ENR concentration,,
34830098,It was shown that the resistance rate and resistance level of S. Enteritidis varied with the increase in ENR concentration and duration of selection.,,resistance level,MENTAL_HEALTH,resistance level,,,vary with increase in,,ENR concentration,CHEMICAL,ENR concentration,,
29242704,"Co-trimoxazole caused dose-dependent depression of serum thyroxine levels with severe colloid depletion, intrafollicular hemorrhage, hyperplasia, and hypertrophy of the follicular cells.",,Co-trimoxazole,CHEMICAL,Co-trimoxazole,,,cause dose-dependent depression of serum thyroxine levels with,,hyperplasia,DISEASE,hyperplasia,,
29242704,"Co-trimoxazole caused dose-dependent depression of serum thyroxine levels with severe colloid depletion, intrafollicular hemorrhage, hyperplasia, and hypertrophy of the follicular cells.",,Co-trimoxazole,CHEMICAL,Co-trimoxazole,,,cause dose-dependent depression of serum thyroxine levels with,,hypertrophy,DISEASE,hypertrophy,,
29242704,"Co-trimoxazole caused dose-dependent depression of serum thyroxine levels with severe colloid depletion, intrafollicular hemorrhage, hyperplasia, and hypertrophy of the follicular cells.",,Co-trimoxazole,CHEMICAL,Co-trimoxazole,,,cause dose-dependent depression of serum thyroxine levels with,,intrafollicular hemorrhage,DISEASE,intrafollicular hemorrhage,,
29242704,"Co-trimoxazole caused dose-dependent depression of serum thyroxine levels with severe colloid depletion, intrafollicular hemorrhage, hyperplasia, and hypertrophy of the follicular cells.",,Co-trimoxazole,CHEMICAL,Co-trimoxazole,,,cause dose-dependent depression of,,serum thyroxine levels,CHEMICAL,serum thyroxine levels,,
29242704,"Co-trimoxazole caused dose-dependent depression of serum thyroxine levels with severe colloid depletion, intrafollicular hemorrhage, hyperplasia, and hypertrophy of the follicular cells.",,Co-trimoxazole,CHEMICAL,Co-trimoxazole,,,cause,,dose-dependent depression,MENTAL_HEALTH,dose-dependent depression,,
23889005,"The drug was approved by the European Medicine Agency, in 2009 at a dose of 2 mg/day, 'for symptomatic treatment of chronic constipation in women in whom laxatives fail to provide adequate relief'.",,drug,BIOCHEMICAL,drug,,,approved by,,chronic constipation,DISEASE,chronic constipation,,
23889005,"The drug was approved by the European Medicine Agency, in 2009 at a dose of 2 mg/day, 'for symptomatic treatment of chronic constipation in women in whom laxatives fail to provide adequate relief'.",,drug,BIOCHEMICAL,drug,,,approved by,,mg/day,CHEMICAL,mg/day,,
20816418,Scientific evidence is lacking that any other food or food additive plays a relevant role as a trigger factor of headaches.,,additive,NUTRITION,additive,,,play relevant role as trigger factor of,,headaches,DISEASE,headaches,,
28939187,"In this study, we aim to systematically investigate the ameliorative effects of dopamine D1-like receptor agonist SKF38393 on cognitive dysfunction and explore its underlying mechanisms.",,agonist SKF38393,CHEMICAL,agonist SKF38393,,,have the ameliorative effects on,,cognitive dysfunction,DISEASE,cognitive dysfunction,,
33479273,"Clozapine (CLZ), the sole antipsychotic with superior efficacy for ultra-treatment resistant schizophrenia (TRS), is limited by adverse effects, including metabolic dysregulation.",,ultra-treatment resistant schizophrenia,MENTAL_HEALTH,ultra-treatment resistant schizophrenia,,,limited by,,metabolic dysregulation,DISEASE,metabolic dysregulation,,
33479273,"Clozapine (CLZ), the sole antipsychotic with superior efficacy for ultra-treatment resistant schizophrenia (TRS), is limited by adverse effects, including metabolic dysregulation.",,CLZ,CHEMICAL,Clozapine,,,limited by,,metabolic dysregulation,DISEASE,metabolic dysregulation,,
33479273,High insulin resistance states could be associated with CYP1A2 induction and lower CLZ:NDMC ratios.,,High insulin resistance states,MENTAL_HEALTH,High insulin resistance states,,,associated with,,lower CLZ NDMC,CHEMICAL,lower CLZ NDMC,,
27710762,"Illicit drug use, in particular, has been associated with acute agitation, and questions can be raised as to what lasting effects drug use prior to admission may have throughout a patient's hospital stay.",,Illicit drug use,BIOCHEMICAL,Illicit drug use,,,associated with,,acute agitation,MENTAL_HEALTH,acute agitation,,
26725721,Elevated cortisol secretion has been positively linked with symptom severity in people with psychosis.,,Elevated cortisol secretion,CHEMICAL,Elevated cortisol secretion,,,linked with symptom severity in people with,,psychosis,MENTAL_HEALTH,psychosis,,
29201206,"The application of alprostadil combined with calcium dobesilate in patients with diabetic nephropathy can effectively relieve clinical symptoms, improve renal functions, reduce blood levels small proteins, alleviate the inflammatory response, and regulate the levels of BDNF and IGF-1, thus improving the clinical treatment effect.",,calcium dobesilate,CHEMICAL,calcium dobesilate,,,in patients with,,diabetic nephropathy,DISEASE,diabetic nephropathy,,
26755918,"The most common PD models involve the administration of 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) or 6-hydroxydopamine to study the pathogenesis and to evaluate novel therapies.",,common PD models,DISEASE,common PD models,,,involve administration of,,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CHEMICAL,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",,
26755918,"The most common PD models involve the administration of 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) or 6-hydroxydopamine to study the pathogenesis and to evaluate novel therapies.",,common PD models,DISEASE,common PD models,,,involve administration of,,6-hydroxydopamine,CHEMICAL,6-hydroxydopamine,,
28915355,"Thiamin deficiency leads to brain dysfunction because thiamin is involved in the synthesis of myelin and neurotransmitters (e.g., acetylcholine, γ-aminobutyric acid, glutamate), and its deficiency increases oxidative stress by decreasing the production of reducing agents.",,Thiamin deficiency,DISEASE,Thiamin deficiency,,,lead to,,brain dysfunction,DISEASE,brain dysfunction,,
28915355,"Similarly, in-utero exposure to alcohol leads to fetal brain dysfunction, resulting in negative effects such as fetal alcohol spectrum disorder (FASD).",,alcohol,CHEMICAL,alcohol,,,result in negative effects such as,,FASD,DISEASE,fetal alcohol spectrum disorder,,
28915355,"Similarly, in-utero exposure to alcohol leads to fetal brain dysfunction, resulting in negative effects such as fetal alcohol spectrum disorder (FASD).",,alcohol,CHEMICAL,alcohol,,,lead to,,fetal brain dysfunction,DISEASE,fetal brain dysfunction,,
27455455,"Optimal fixation for frozen sections was achieved by freezing the cephalothorax with liquid nitrogen, followed by fixation of the section with 60% isopropanol.",,Optimal fixation,MENTAL_HEALTH,Optimal fixation,,,follow by,,fixation,MENTAL_HEALTH,fixation,,
25959066,"Here, we determined if a single paradigm of amphetamine sensitization would be sufficient to produce both manic- and depressive-related behaviors in mice.",,amphetamine sensitization,CHEMICAL,amphetamine sensitization,,,produce,,manic- behaviors,DISEASE,manic- behaviors,,
35390430,We here assessed the effect of Nelfinavir in a SARS-CoV-2 infection model in hamsters.,,Nelfinavir,CHEMICAL,Nelfinavir,,,have the effect in,,SARS-CoV-2 infection model,DISEASE,SARS-CoV-2 infection model,,
35103387,"Therefore, we examined whether intakes of three B vitamins (folate, B12 , and B6 ) modified the association between PM2.5 exposure and incidence of all-cause dementia.",,folate,BIOCHEMICAL,folate,,,modify association between pm2.5 exposure and incidence of,,all-cause dementia,MENTAL_HEALTH,all-cause dementia,,
35103387,"Therefore, we examined whether intakes of three B vitamins (folate, B12 , and B6 ) modified the association between PM2.5 exposure and incidence of all-cause dementia.",,B vitamins,BIOCHEMICAL,B vitamins,,,modify association between pm2.5 exposure and incidence of,,all-cause dementia,MENTAL_HEALTH,all-cause dementia,,
35276958,Disruptions in one-carbon metabolism and elevated homocysteine have been previously implicated in the development of dementia associated with Alzheimer's disease (AD) and Parkinson's disease (PD).,,elevated homocysteine,CHEMICAL,elevated homocysteine,,,implicated in development of,,dementia,MENTAL_HEALTH,dementia,,
35276958,We present evidence of temporary non-protein-bound homocysteine accumulation upon levodopa intake in the brain of PD subjects with dementia but not in non-demented PD subjects.,,PD subjects,DISEASE,PD subjects,,,have the brain with,,dementia,MENTAL_HEALTH,dementia,,
34718372,"We have previously reported that the long-term exposure of Isocarbophos, a kind of organophosphorus compounds, induces vascular dementia (VD) in rats.",,organophosphorus compounds,CHEMICAL,organophosphorus compounds,,,induce,,vascular dementia,MENTAL_HEALTH,vascular dementia,,
34718372,"However, whether S1P is involved in the therapeutic effects of Vitamin B6 on posterior cerebral artery injury has yet to be further answered.",,S1P,CHEMICAL,Sphingosine-1-phosphate,,,involved in therapeutic effects of vitamin b6 on,,posterior cerebral artery injury,DISEASE,posterior cerebral artery injury,,
34718372,"However, whether S1P is involved in the therapeutic effects of Vitamin B6 on posterior cerebral artery injury has yet to be further answered.",,S1P,CHEMICAL,Sphingosine-1-phosphate,,,involved in therapeutic effects of,,Vitamin B6,BIOCHEMICAL,Vitamin B6,,
34718372,"However, whether S1P is involved in the therapeutic effects of Vitamin B6 on posterior cerebral artery injury has yet to be further answered.",,Vitamin B6,BIOCHEMICAL,Vitamin B6,,,have the therapeutic effects on,,posterior cerebral artery injury,DISEASE,posterior cerebral artery injury,,
34718372,"In the present study, we aimed to explore the potential influence of Vitamin B6 on Isocarbophos-induced posterior cerebral artery injury in offspring rats and the role of the S1P receptor in this process.",,Vitamin B6,BIOCHEMICAL,Vitamin B6,,,have the potential influence on,,Isocarbophos-induced posterior cerebral artery injury,DISEASE,Isocarbophos-induced posterior cerebral artery injury,,
34718372,"By performing immunofluorescence and the western blot assay, we revealed that Vitamin B6 prevents the down-regulation of S1P in posterior cerebral artery injury.",,Vitamin B6,BIOCHEMICAL,Vitamin B6,,,prevent down-regulation of s1p in,,posterior cerebral artery injury,DISEASE,posterior cerebral artery injury,,
34718372,"By performing immunofluorescence and the western blot assay, we revealed that Vitamin B6 prevents the down-regulation of S1P in posterior cerebral artery injury.",,Vitamin B6,BIOCHEMICAL,Vitamin B6,,,prevent down-regulation of,,S1P,CHEMICAL,Sphingosine-1-phosphate,,
34718372,"By performing immunofluorescence and the western blot assay, we revealed that Vitamin B6 prevents the down-regulation of S1P in posterior cerebral artery injury.",,S1P,CHEMICAL,Sphingosine-1-phosphate,,,have the down-regulation in,,posterior cerebral artery injury,DISEASE,posterior cerebral artery injury,,
34718372,"It is worth noting that Fingolimod, the S1P inhibitor, significantly inhibits the Vitamin B6-induced up-regulation of S1P in posterior cerebral artery injury.",,S1P inhibitor,CHEMICAL,S1P inhibitor,,,inhibit b6-induced up-regulation of s1p in,,posterior cerebral artery injury,DISEASE,posterior cerebral artery injury,,
34718372,"It is worth noting that Fingolimod, the S1P inhibitor, significantly inhibits the Vitamin B6-induced up-regulation of S1P in posterior cerebral artery injury.",,S1P inhibitor,CHEMICAL,S1P inhibitor,,,inhibit b6-induced up-regulation of,,S1P,CHEMICAL,Sphingosine-1-phosphate,,
34718372,"It is worth noting that Fingolimod, the S1P inhibitor, significantly inhibits the Vitamin B6-induced up-regulation of S1P in posterior cerebral artery injury.",,S1P,CHEMICAL,Sphingosine-1-phosphate,,,have the vitamin b6-induced up-regulation in,,posterior cerebral artery injury,DISEASE,posterior cerebral artery injury,,
25390692,Amyloid beta (Abeta) 1-42 oligomers accumulate in brains of patients with Mild Cognitive Impairment (MCI) and disrupt synaptic plasticity processes that underlie memory formation.,,beta oligomers,BIOCHEMICAL,beta oligomers,,,accumulate in brains of patients with,,MCI,DISEASE,Mild Cognitive Impairment,,
31785534,"Rosmarinus officinalis L., rosemary, is traditionally used to treat headache and improve cardiovascular disease partly due to its vasorelaxant activity, while the vasorelaxant ingredients remain unclear.",,L. rosemary,NUTRITION,L. rosemary,,,treat,,headache,MENTAL_HEALTH,headache,,
31785534,"Rosmarinus officinalis L., rosemary, is traditionally used to treat headache and improve cardiovascular disease partly due to its vasorelaxant activity, while the vasorelaxant ingredients remain unclear.",,L. rosemary,NUTRITION,L. rosemary,,,improve,,cardiovascular disease due,DISEASE,cardiovascular disease due,,
16316848,Successful intraoperative ovarian venous sampling demonstrated significantly elevated testosterone levels (>260 nmol/l) from the right ovarian vein.,,Successful ovarian venous sampling,DISEASE,Successful ovarian venous sampling,,,demonstrate,,right ovarian vein,DISEASE,right ovarian vein,,
16316848,Successful intraoperative ovarian venous sampling demonstrated significantly elevated testosterone levels (>260 nmol/l) from the right ovarian vein.,,Successful ovarian venous sampling,DISEASE,Successful ovarian venous sampling,,,demonstrate,,elevated testosterone levels,CHEMICAL,elevated testosterone levels,,
1327393,"4. The antagonism of strychnine seizures by MDL 27,531 occurred at doses that did not produce signs of sedation (suppression of spontaneous motor activity), motor ataxia (disruption of rotarod performance), muscle relaxation (inhibition of morphine-induced Straub tail), or CNS depression (potentiation of hexobarbitone sleep time).",,strychnine seizures,CHEMICAL,strychnine seizures,,,occur,,motor ataxia,DISEASE,motor ataxia,,
1327393,"4. The antagonism of strychnine seizures by MDL 27,531 occurred at doses that did not produce signs of sedation (suppression of spontaneous motor activity), motor ataxia (disruption of rotarod performance), muscle relaxation (inhibition of morphine-induced Straub tail), or CNS depression (potentiation of hexobarbitone sleep time).",,strychnine seizures,CHEMICAL,strychnine seizures,,,occur,,hexobarbitone sleep time,CHEMICAL,hexobarbitone sleep time,,
1327393,"4. The antagonism of strychnine seizures by MDL 27,531 occurred at doses that did not produce signs of sedation (suppression of spontaneous motor activity), motor ataxia (disruption of rotarod performance), muscle relaxation (inhibition of morphine-induced Straub tail), or CNS depression (potentiation of hexobarbitone sleep time).",,strychnine seizures,CHEMICAL,strychnine seizures,,,occur,,CNS depression,MENTAL_HEALTH,CNS depression,,
20817254,"The results indicated that a significant decrease in total protein, albumin, globulin, testosterone and DNA content in liver, gills and testis accompanied with a significant increase in number of micronucleated erythrocytes (MnRBCs), total chromosomal aberrations in kidney and DNA fragmentation in testis and liver of fish received AFB(1) alone.",,fragmentation,MENTAL_HEALTH,fragmentation,,,have total chromosomal aberrations in,,testis,DISEASE,testis,,
28087447,"Over the past decade, it has been demonstrated that H. erinaceus polysaccharides possess various promising bioactivities, including antitumor and immunomodulation, anti-gastric ulcer, neuroprotection and neuroregeneration, anti-oxidation and hepatoprotection, anti-hyperlipidemia, anti-hyperglycemia, anti-fatigue and anti-aging.",,H. erinaceus polysaccharides,CHEMICAL,H. erinaceus polysaccharides,,,possess,,neuroregeneration,DISEASE,neuroregeneration,,
28087447,"Over the past decade, it has been demonstrated that H. erinaceus polysaccharides possess various promising bioactivities, including antitumor and immunomodulation, anti-gastric ulcer, neuroprotection and neuroregeneration, anti-oxidation and hepatoprotection, anti-hyperlipidemia, anti-hyperglycemia, anti-fatigue and anti-aging.",,H. erinaceus polysaccharides,CHEMICAL,H. erinaceus polysaccharides,,,possess,,anti-hyperlipidemia,CHEMICAL,anti-hyperlipidemia,,
28087447,"Over the past decade, it has been demonstrated that H. erinaceus polysaccharides possess various promising bioactivities, including antitumor and immunomodulation, anti-gastric ulcer, neuroprotection and neuroregeneration, anti-oxidation and hepatoprotection, anti-hyperlipidemia, anti-hyperglycemia, anti-fatigue and anti-aging.",,H. erinaceus polysaccharides,CHEMICAL,H. erinaceus polysaccharides,,,possess,,anti-gastric ulcer,DISEASE,anti-gastric ulcer,,
28087447,"Over the past decade, it has been demonstrated that H. erinaceus polysaccharides possess various promising bioactivities, including antitumor and immunomodulation, anti-gastric ulcer, neuroprotection and neuroregeneration, anti-oxidation and hepatoprotection, anti-hyperlipidemia, anti-hyperglycemia, anti-fatigue and anti-aging.",,H. erinaceus polysaccharides,CHEMICAL,H. erinaceus polysaccharides,,,possess,,anti-hyperglycemia,DISEASE,anti-hyperglycemia,,
34785162,"Although serotonin 1A (5-HT1A) receptor agonists are widely used as the additive compound to reduce l-dopa-induced dyskinesia in Parkinson's disease (PD), few studies focused on the effect and mechanism of 5-HT1A receptor agonist on the motor symptoms of PD.",,serotonin 1A 5-HT1A receptor agonists,CHEMICAL,serotonin 1A 5-HT1A receptor agonists,,,reduce dyskinesia in parkinson's,,PD,DISEASE,Parkinson 's disease,,
34785162,"Although serotonin 1A (5-HT1A) receptor agonists are widely used as the additive compound to reduce l-dopa-induced dyskinesia in Parkinson's disease (PD), few studies focused on the effect and mechanism of 5-HT1A receptor agonist on the motor symptoms of PD.",,serotonin 1A 5-HT1A receptor agonists,CHEMICAL,serotonin 1A 5-HT1A receptor agonists,,,reduce,,dyskinesia,MENTAL_HEALTH,dyskinesia,,
34785162,"Different from l-dopa, 8-OH-DPAT administration ameliorates motor symptoms of PD through glutamatergic rather than the dopaminergic pathway.",,8-OH-DPAT administration,CHEMICAL,8-OH-DPAT administration,,,ameliorate motor symptoms of,,PD,DISEASE,Parkinson 's disease,,
