PMID,Sentence
33473342,"When the involved enzyme flavin mono-oxygenase 3 is deficient, TMA builds up and is released in the person's sweat, urine, and breath, giving off a strong body odor."
12677282,The role of platelet activating factor (PAF) and nitric oxide in myocardial ischemia-reperfusion (MIR) injury and the interrelationship of the two mediators is poorly understood.
9489723,Cells exposed to N2-saturated glucose-free HEPES-buffered saline (ischemia) for 5 h followed by 18 h of incubation in serum-free control medium (postischemia reincubation) remained 67.4 +/- 2.4% viable in comparison with sham-treated cells.
9489723,Analysis of DNA fragmentation in combination with Hoechst 33258 staining indicates that apoptosis is the dominant mode of cell death in the present model.
9489723,PAF level during 10 h of ischemia was unchanged.
9489723,"Consistent with a role of PAF in mediating cell death under ischemia/postischemia reincubation in this model, the PAF antagonist BN 50739 exerted a dose-dependent protective effect."
9489723,The PAF antagonist lacked any protective effect against ischemia-induced cell death.
9489723,"On the other hand, the addition of the stable PAF analogue 1-O-hexadecyl-2-N-methylcarbamyl-sn-glycero-3-phosphocholine (MC-PAF) at the onset of ischemia potentiated ischemia/reincubation-induced apoptosis--an effect that was blocked by BN 50739."
9489723,"Pretreatment of HN33.11 cells with the Ca2+ chelator 1,2-bis(2-aminophenoxy)ethane-N,N,N,N-tetraacetic acid acetoxymethyl ester (BAPTA-AM) also provided a protective effect against ischemia/reincubation-induced cell damage."
33880737,"RLS may be primary (idiopathic) or secondary to pregnancy or a variety of systemic disorders, especially iron deficiency, and chronic renal insufficiency."
15540638,This study's aims were to determine: (1) prevalence of periodic leg movements (PLMs) in walking prepubertal children consulting a sleep clinic for any sleep disorder; (2) associations between PLMs and other sleep and medical disorders; and (3) the response of other sleep disorders to treatment with the dopamine agonist pramipexol.
20154339,"Targeted suicide gene therapy exploits the enzymatic conversion of a prodrug, such as a nucleoside analog, into a cytotoxic compound."
20154339,The efficiency of the toTK1/AZT system was confirmed when toTK1-transduced human glioblastoma (GBM) cells displayed a 500-fold increased sensitivity to AZT compared with wild-type cells.
20154339,"In addition, when neural progenitor cells were used as delivery vectors for toTK1 in intracranial GBM xenografts in nude rats, substantial attenuation of tumor growth was achieved in animals exposed to AZT, and survival of the animals was significantly improved compared with controls."
20154339,The novel toTK1/AZT suicide gene therapy system in combination with stem cell-mediated gene delivery promises new treatment of malignant gliomas.
32975104,Here we report a case of a 52-year old Caucasian male who attempted suicide by ingesting a purple crystal powder that turned out to be a mixture of carbofuran and chlormephos.
33562115,"In this study, we aimed to evaluate the beneficial effect of a novel nutraceutical formulation containing Centella asiatica L. extract, vitamin C, zinc and vitamin D3 (as cholecalciferol) on motor activity and anxiety with the use of a murine model of old animals, as a means of providing proof for clinical use in the elderly, for enhancing physical strength and improving life quality."
34191703,The current review investigates the benefits of exercise and nutraceutical therapies in the treatment of diabetic neuropathy.
18392210,"In the present chapter, that is part of a more comprehensive work performed by the Argentine Consortium for Dementia Study - Consortium Argentino para el Estudio de la Demencia (CAED), we describe the most frequent forms of beginning for the four more prevalent types of dementia: Alzheimer's disease, dementia with Lewy bodies, vascular dementia and frontotemporal dementia)."
18686579,"We evaluated ERH in the productive forests of Galicia, Spain, where there has been a profusion of pine plantations, some with the indigenous Pinus pinaster, but increasingly with the nonindigenous P. radiata."
18686579,"However, this extension of ERH to forestry failed in the broader sense because beetle attacks, although fewer on P. radiata, reduced productivity of P. radiata more than that of P. pinaster (probably because more photosynthetic tissue is lost per beetle attack in P. radiata)."
19806148,"Unlike Hu et al., we found no evidence for overtransmission of the LPR L(A) allele (genotype relative risk = 1.11, 95% confidence interval: 0.77-1.60); however, rare individual haplotypes containing L(A) with P<0.05 were observed."
20163876,"OCD+OCPD patients had a significantly earlier age at onset of initial OC symptoms, earlier age at onset of OCD and more obsessions and compulsions than pure obsessions compared to the patients with OCDOCPD."
21630324,"We found that (1) there is a significant shape difference between head shape of pipefish and seahorse: the main differences concern snout length and height, position and orientation of the pectoral fin base, and height of the head and opercular bone."
3991769,"The long-term effects of perinatal hypothyroidism on spontaneous locomotor behaviors were assessed after exposure to the antithyroid drug, methimazole."
34748862,"This 2-part review series will focus on the epidemiology, impact, appearance, and diagnostic modalities for micronutrient deficiencies, including zinc, selenium, copper, and vitamins A and C in part 1."
29371615,"We investigated whether Bos d 5 when loaded with the active vitamin A metabolite retinoic acid (RA), would elicit differential immune responses compared to the unloaded state."
9015916,Cough mixture is the third most commonly abused substance in Hong Kong.
9015916,"All of them were clinically indistinguishable from paranoid schizophrenia, but the psychotic symptoms often resolved promptly with the cessation of cough mixture use or a small dose of haloperidol."
19411165,ANTIPSYCHOTICS IN MANIA: There is good evidence that most antipsychotics tested show efficacy in acute mania when added to lithium or valproate for patients showing no or a partial response to lithium or valproate alone.
19411165,"In the long term treatment of bipolar disorder, in patients responding acutely to the addition of quetiapine to lithium or valproate, this combination reduces the subsequent risk of relapse to depression, mania or mixed states compared to monotherapy with lithium or valproate."
19411165,ANTIPSYCHOTICS IN MAJOR DEPRESSION: Some atypical antipsychotics have been shown to induce remission when added to an antidepressant (usually a SSRI or SNRI) in unipolar patients in a major depressive episode unresponsive to the antidepressant monotherapy.
19411165,OBSESSIVE-COMPULSIVE DISORDER: SSRI monotherapy has moderate overall average benefit in OCD and can take as long as 3 months for benefit to be decided.
19411165,"For OCD with poor insight (OCD with ""psychotic features""), treatment of choice should be medium to high dose of SSRI, and only in refractory cases, augmentation with antipsychotics might be considered."
19411165,Augmentation with haloperidol and risperidone was found to be effective (symptom reduction of more than 35%) for patients with tics.
19411165,"For refractory OCD, there is data suggesting a specific role for haloperidol and risperidone as well, and some data with regard to potential therapeutic benefit with olanzapine and quetiapine."
11488255,AVP and OT have been shown to modulate the effect of Corticotropin-Releasing Factor (CRF) on ACTH secretion and appear to play a key role in mediating the ACTH response to stress.
11488255,"Although AVP is a relatively weak secretagogue for ACTH, it markedly potentiates the activity of CRF both in vitro and in vivo."
11488255,"In response to frustration and submission, OT and AVP are secreted."
11488255,Underweight patients with anorexia nervosa have abnormally high levels of centrally directed AVP and reduced OT levels.
11488255,Patients with bipolar disorder show a biphasic secretion of AVP.
11488255,"In schizophrenic patients, studies using the apomorphine stimulation suggest increased oxytoninergic and decreased vasopressinergic functions."
11488255,These findings are consistent with the beneficial role of AVP on schizophrenic symptoms noted in several trials.
11488255,"In animals, several studies have emphasized the role of AVP in promoting repetitive grooming behaviors and maintaining conditioned response to aversive stimuli."
11488255,"However, an independent report found similar AVP concentrations in OC patients without a personal or family history of tic disorder and in normal subjects."
21407849,Treatment with lithium resulted in a considerable reduction in the severity of tics and self-injurious behaviour.
20940052,BMPs are known to inhibit myogenic differentiation and in a previous study we found an increased expression of a BMP family member BMP4 in DMD myoblasts.
27232853,"Prior studies suggested that the use of androgen deprivation therapy (ADT) in patients with prostate cancer (PC) might cause the impairment of cognitive function which is one of the common symptoms of dementia; however, the association between ADT and cognitive impairment still remains controversial."
27232853,This retrospective cohort study aimed to investigate the relationship between ADT and subsequent risk of dementia using a population-based dataset.
27232853,"Results show that the incidence rates of dementia per 100 person-years were 2.35 (95% confidence interval [95% CI]: 1.82-2.98) and 1.85 (95% CI: 1.35-2.48) for PC patients who received ADT and those who did not receive ADT, respectively."
15342998,Bifrontal (BF) placement of electrodes in electroconvulsive therapy (ECT) has become a popular alternative to bitemporal (BT) placement.
20814906,"As a consequence of an unusual ionization process of carotenoids, their mass spectra registered in the positive ion mode comprised both protonated molecules and molecular ion radicals with little fragmentation."
17186379,"Highly polar xanthophylls of 9'-cis-neoxanthin (neoxanthin) and fucoxanthin, which have the characteristic structure of an epoxy group and an allenic bond, were previously found to induce apoptosis in human prostate cancer cells."
17186379,"In the present study, we found apoptosis induction by neoxanthin in HCT116 human colon cancer cells and examined the induction mechanism."
17186379,"The cells exposed to 20 microM neoxanthin clearly showed chromatin condensation, DNA fragmentation, and an increase in hypodiploid cells."
28889864,"The effectiveness of two novel extraction techniques (jet rinsing, and heating and agitation with distilled water) was compared to the established extraction technique of hydrogen peroxide digestion, for a suite of five common footwear materials: canvas, leather, and 'suede' (representing upper materials), and rubber and polyurethane (representing sole materials)."
28889864,"It was observed that the novel extraction technique of heating and agitation with distilled water did not extract fewer diatom valves, or cause increased fragmentation of valves, when compared to peroxide digestion, suggesting that the method may be viable where potentially hazardous chemical reactions may be encountered with the peroxide digestion method."
12755474,"The reconstructed microbial population consisted of three bacterial strains belonging to the species Acinetobacter venetianus, Pseudomonas putida, and Alcaligenes faecalis, which were able to oxidise n-alkanes to alkanoates, n-alkanols to alkanoates, or only n-alkanoates, respectively."
12755474,"Three different approaches: plate counting, cell counting by epifluorescence microscopy with DAPI staining, and by fluorescence in situ hybridisation (FISH) by using a probe conjugate with fluoresceine isothiocyanate specifically targeted towards the 16S rRNA of bacteria belonging to the genus Acinetobacter were used to monitor the growth of the bacterial population."
34597835,"To better understand this phenomenon, we developed a suite of isothermal titration calorimetry (ITC) kinetics methods to characterize ATP hydrolysis by the antibiotic resistance enzyme aminoglycoside-3'-phosphotransferase-IIIa (APH(3')-IIIa)."
34597835,Our detailed kinetic data on the association and dissociation rates of nsAmgs and ADP shed light on the biophysical processes underlying the enzyme's Theorell-Chance reaction mechanism.
32154932,The dye's fluorescence is quenched by the adenine component of the ATP analogue and is restored upon cleavage of the phosphate chain and dissociation of the dye from the adenosine moiety.
30533520,"Brugada pattern not related to genetic mutations has been previously reported in the setting of fever, metabolic conditions, lithium use, marijuana and cocaine abuse, ischemia and pulmonary embolism, myocardial and pericardial diseases."
30533520,"In such patients, Brugada pattern is not reproducible on procainamide induction cardiac electrophysiology study (EPS)."
21092101,"Lithium is an effective treatment for Bipolar Disorder (BD) and significantly reduces suicide risk, though the molecular basis of lithium's effectiveness is not well understood."
21092101,"We initially hypothesized a gene-by-environment interaction where lithium, acting as an environmental influence, impacts signal transduction pathways leading to differential expression of genes important in the etiology of BD mania."
19192457,To assess whether combination treatment with lithium and divalproex is more effective than lithium monotherapy in prolonging the time to mood episode recurrence in patients with rapid-cycling bipolar disorder and comorbid substance abuse and/or dependence.
35372122,Neutrophil elastase (NE) is associated with sepsis occurrence and progression.
35372122,We hypothesized that the NE inhibitor Sivelestat might modulate abnormal gut microbiota and metabolites during sepsis.
7324866,"The cerebral blood flow (CBF) and cerebral metabolic rate (CMR) of oxygen, glucose, lactate, pyruvate, ketone bodies and 24 amino acids were examined in 12 patients with presenile dementia and in seven with normal-pressure hydrocephalus."
7324866,"The group with presenile dementia showed no uptake of amino acids, but a significant release of phenylalanine; in addition, CMR of alanine and threonine was significantly lower than in the healthy subjects."
35420377,"Studies have reported that LIG could protect against VaD. However, the mechanism is still confused."
35420377,LIG (20 or 40 mg/kg/day) and Nimodipine (20 mg/kg) were orally administered to the VaD rats for four weeks.
35420377,Morris water maze test showed that LIG effectively ameliorated learning and memory impairment in VaD rats.
35420377,LIG obviously reduced neuronal oxidative stress damage and the level of homocysteine in the brain of VaD rats.
35420377,"Moreover, Nissl staining result showed that LIG could reduce neuronal degeneration in VaD rats."
35420377,"Furthermore, LIG enhanced the expressions of P-AMPK and Sirtuin1(SIRT1) in VaD rats."
35420377,"In conclusion, these studies indicated that LIG could ameliorate cognitive impairment in VaD rats, which might be related to AMPK/SIRT1 pathway activation."
31905851,"(2) Methods: Angelica gigas (AG) extract 1 mg/kg was administered to mildly cognitive impaired mice, models based on mild traumatic brain injury and chronic mild stress."
2250573,"Intracerebral injections of the broad spectrum excitatory amino acid antagonist kynurenic acid (50 ug) alleviated the symptoms of akinesia, tremor and rigidity in a severely parkinsonian monkey."
2250573,"Unilateral injection of kynurenic acid within the medial pallidal segment produced rotational behaviour away from the side of the injection, and the limbs on the contralateral side showed relief of the MPTP-induced parkinsonian symptoms."
2250573,"The subsequent bilateral injection of the excitatory amino acid antagonist allowed the monkey to move freely, unhindered by tremor or rigidity."
2250573,"In addition unilateral injections of the NMDA antagonist MK-801 (5, 25 and 50 ug) within the medial pallidum also produced dose-related rotational behaviour, with alleviation of parkinsonian symptoms in the contralateral limbs."
34501349,"Acquired pili torti was described in numerous forms of alopecia (e.g., lichen planopilaris, discoid lupus erythematosus, dissecting cellulitis, folliculitis decalvans, alopecia areata) as well as neoplastic and systemic diseases (such as cutaneous T-cell lymphoma, scalp metastasis of breast cancer, anorexia nervosa, malnutrition, cataracts, and chronic graft-vs.-host disease)."
16720916,"ILD has also been reported with the epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors, including erlotinib (Tarceva, OSI-774) and gefitinib (IRESSA)."
33669035,Several evidences showed that obesity is a major preventable risk factor and disease modifier of some respiratory conditions such as asthma and Obstructive Sleep Apnea Syndrome (OSAS).
33669035,"Co-occurrence of asthma and obesity may be due to common pathogenetic factors including exposure to air pollutants and tobacco smoking, Western diet, and low Vitamin D levels."
32279237,"Advanced oxidation protein products (AOPP) are a family of oxidized protein products, and oxidative stress has a substantial role in the morbidity of OSAS."
25224009,"The binding and cytochrome P45051 (CYP51) inhibition properties of a novel antifungal compound, VT-1161, against purified recombinant Candida albicans CYP51 (ERG11) and Homo sapiens CYP51 were compared with those of clotrimazole, fluconazole, itraconazole, and voriconazole."
25224009,"VT-1161 produced a type II binding spectrum with Candida albicans CYP51, characteristic of heme iron coordination."
25224009,"The binding affinity of VT-1161 for Candida albicans CYP51 was high (dissociation constant [Kd], ≤ 39 nM) and similar to that of the pharmaceutical azole antifungals (Kd, ≤ 50 nM)."
25224009,"In reconstitution assays, VT-1161 inhibited Candida albicans CYP51 activity in a tight-binding fashion with a potency similar to that of the pharmaceutical azoles but failed to inhibit the human enzyme at the highest concentration tested (50 μM)."
12031086,We investigated the clinicopathological features of intrahepatic cholangiocarcinoma (CC) arising in cases of viral hepatitis B or C (VHBC) and examined their relation to ARBD by means of immunohistochemical analysis.
12031086,"The cause of the background liver disease was hepatitis B surface antigen (HBsAg)(+) in eight cases, antihepatitis C virus antibody (HCVAb)(+) in 13 cases, both HBsAg(+) and HCVAb(+) in one case, and both HBsAg(-) and HCVAb(-) in 46 cases."
12031086,"Immunohistochemically, CC arising in the HBsAg(+) and HCVAb(+) groups was correlated with coexpression of NCAM/bcl-2 in the tumor cells (P = 0.0068 and P = 0.0382, respectively)."
12031086,"Among the 12 cases of CC coexpressing NCAM/bcl-2, 11 were of mass-forming and peripheral type (P = 0.0437), and lymph node metastasis was a rare finding compared with CC showing negative coexpression of NCAM/bcl-2 (P = 0.0213)."
21142024,"Coenzyme B(12)-dependent ethanolamine ammonia-lyase acts on both enantiomers of the substrate 2-amino-1-propanol [Diziol, P., et al. (1980) Eur."
3983169,"Assuming an incidence rate of 1.3%o, 240 newborns with fetal alcohol syndrome per year would be expected in the Netherlands alone."
6985425,"Drug addiction, like postnatale withdrawal syndrome, are mainly due to passive exposure to drug narcotic (heroine, methadone), to sedative-hypnotic agents (barbiturates Diazepam Chlordiazepoxide) and to alcohol."
34979106,"Moreover, treatment with ciglitazone, a potent and selective peroxisome proliferator-activated receptor γ (PPARγ) agonist, modulated hypoxia-enhanced motion in cells via the repression of NHE1."
34979106,"These findings highlight that NHE1 is required for migratory activity through the enhancement of epithelial-mesenchymal transition (EMT) in MDA-MB-231 cells under hypoxic conditions, and we propose new drug repurposing strategies targeting hypoxia based on NHE1 suppression by effective usage of PPARγ agonists."
26168725,"Thiazolidinediones (TZDs) are peroxisome proliferator-activated receptor gamma (PPARγ) agonists that improve insulin resistance but trigger side effects such as weight gain, edema, congestive heart failure and bone loss."
26168725,GQ-16 is a PPARγ partial agonist that improves glucose tolerance and insulin sensitivity in mouse models of obesity and diabetes without inducing weight gain or edema.
26168725,PPARγ partial agonists MLR24 and SR1664 also exhibit disproportionately strong effects on transcriptional repression.
21366426,"These data provide valuable information on a detailed evaluation of the pathogenesis of HIV infection in different tissues of Chinese HIV-infected patients, and our findings would be helpful for the design of vaccines and therapy strategies."
18023318,"We investigated the hypothesis that folate administration would prevent hyperhomocysteinemia-induced memory deficits and Na(+),K(+)-ATPase activity inhibition."
18023318,"Chronic hyperhomocysteinemia was induced from the 6th to the 28th day of life by subcutaneous injection of homocysteine (0.3-0.6 micromol/g), twice a day; control Wistar rats received the same volume of saline solution (0.9% NaCl)."
25168395,"Patients with Parkinson's disease (PD) treated with oral levodopa have a higher prevalence of chronic, prevalently sensory, usually mild axonal polyneuropathy (PNP)."
25168395,Anecdotal severe acute or subacute PNPs thought to be Guillain-Barré syndrome have been reported in patients receiving continuous intraduodenal infusion of levodopa/carbidopa intestinal gel (LCIG).
25168395,"The great majority of PNP cases displayed axonal sensory-motor and reduced vitamin B12 levels, and alterations of metabolites of 1-carbon pathway were found in most patients."
10547078,"Increased levels of plasma catecholamine lead to cardiac hypertrophy via the alpha-, beta-adrenergic receptors, and partially, type 1 angiotensin II (AT1) receptor."
35466449,"In hypoparathyroidism (HypoPT), calcium supplementation is virtually always required although the disease is likely to be associated with an increased risk of nephrolithiasis."
35466449,The use of calcium citrate (Ca-Cit) theoretically could have a positive impact on the nephrolithiasis risk because citrate salts are used to reduce this risk.
35466449,"To evaluate the potential therapeutic advantage of Ca-Cit in comparison with calcium carbonate (CaCO3 ) in HypoPT, on nephrolithiasis risk factors as well as to their ability to maintain desirable serum calcium levels."
35466449,"Although Ca-Cit did not modify the AP(CaOx)index when compared to CaCO3, it was associated with a reduction in urinary oxalate excretion that could have a potential beneficial effect on nephrolithiasis risk."
35466449,"These results are likely to have clinical implications in HypoPT, particularly those who do not tolerate CaCO3 and those affected by nephrolithiasis."
35304769,The study aims were to examine intake and plasma/serum levels of micronutrients in IBS and whether these factors were associated with symptoms and restrictions and to study the effects of a starch- and sucrose-reduced diet (SSRD).
33652997,"Clinical trials and relevant articles were identified by cross-referencing major depressive disorder (and/or variants) with the following terms: folate, homocysteine, S-adenosylmethionine (SAMe), L-acetylcarnitine, alpha-lipoic acid, N-acetylcysteine, L-tryptophan, zinc, magnesium, vitamin D, omega-3 fatty acids, coenzyme Q10, and inositol."
33652997,"Abnormal levels of folate, homocysteine, and SAMe have been shown to be associated with a higher risk of depression."
33652997,Numerous studies have demonstrated antidepressant activity with L-methylfolate and SAMe supplementation in individuals with depression.
33652997,"Additionally, the amino acids L-acetylcarnitine, alpha-lipoic acid, N-acetylcysteine, and L-tryptophan have been implicated in the development of depression and shown to exert antidepressant effects."
33652997,"Other agents with evidence for improving depressive symptoms include zinc, magnesium, omega-3 fatty acids, and coenzyme Q10."
33652997,"Medical foods, particularly L-methylfolate, and other supplements may play a role in managing depression in patients with inadequate response to antidepressant therapies."
35503144,"Here, we found that p53 n6-methyladenosine (m6A) played a decisive role in regulating HCC sensitivity to chemotherapy via the p53 activator RG7112 and the vascular endothelial growth factor receptor inhibitor apatinib."
35503144,p53 mRNA m6A modification blockage induced by S-adenosyl homocysteine or siRNA-mediated METTL3 inhibition enhanced HCC sensitivity to chemotherapy.
29978839,"We utilize dynamic 3'-deoxy-3'-18F-fluorothymidine positron emission tomography (18F-FLT PET) scanning to concurrently assess changes in tumor cell proliferation and vasculature during anti-angiogenic therapy, providing insight into how these therapies may be used effectively with combination chemotherapy."
29978839,Thirty-three patients with advanced solid malignancies underwent treatment with vascular endothelial growth factor receptor inhibitor (VEGFR-TKI) axitinib on an intermittent schedule (two-weeks-on/one-week-off).
29978839,"Increases in tumor vasculature and cell proliferation during VEGFR-TKI treatment breaks, suggests this period is an optimal time to schedule synergistic chemotherapy and warrants further investigation."
22783603,She displayed more than four American College of Rheumatology (ACR) criteria for Churg-Strauss Syndrome (developed while she was receiving montelukast therapy).
22783603,This case report illustrates the importance of early diagnosis of Churg-Strauss syndrome and the possible pathogenic link between leukotriene receptor antagonist use and CSS development.
16933465,"Despite recent interest in a potential link between leukotriene receptor antagonist use for asthma and the onset of Churg-Strauss syndrome, it remains a rare disease with poorly understood pathogenesis."
25196634,This effect was specific to the expression of a conditioned response as inhibiting Cdk5 produced no effect in control rats previously administered saline or previously administered amphetamine elsewhere.
3762521,The slope factors of TBPS displacement and the IC50 values of R(-)MPPB and GABA decreased when TBPS binding approached equilibrium.
3762521,"The GABA agonist, muscimol, in the concentration range of 20 and 200 nM, progressively accelerated the rate of TBPS dissociation."
3762521,"GABA antagonists, bicuculline methochloride (20 microM) and R 5135 (20 nM), alone decelerated the rate of TBPS dissociation."
3762521,"Replacement of Cl- by Br- ions (0.5 molar) accelerated the rate of dissociation, whereas replacement of K+ by Na+ ions had no effect."
35609230,The Cannabis Consultation Service (CCS) is an innovative pharmacist-led resource at the Sunnybrook Odette Cancer Centre.
11296098,Panic attacks induced by administration of cholecystokinin tetrapeptide (CCK-4) have been evaluated as a valuable tool to investigate the neurobiological mechanisms involved in panic anxiety.
35175580,Indoxyl sulfate (IS) and p-cresyl sulfate (PCS) are uremic toxins associated with cardiovascular outcome in CKD patients.
34905018,"Indoxyl sulfate (IS) and p-cresyl sulfate (PCS), protein-bound uremic toxins, exacerbate the deterioration of renal function and increase the risk of cardiovascular events in chronic kidney disease (CKD) patients."
9802124,"In the present study we tested this hypothesis by inducing hypoglycemia (approximately 40 mg/dl) in ovariectomized rhesus monkeys by intravenous administration of insulin in the presence of continuous intracerebroventricular infusions of the V1 receptor antagonist [deamino-Pen1, O-Me-Tyr2,Arg8]-vasopressin (180 micrograms/60 microliters per h) or of its vehicle alone (artificial cerebrospinal fluid, 60 microliters/h)."
9802124,The AVP antagonist significantly attenuated the decrease in wakefulness observed in response to insulin-induced hypoglycemia (p < .03) without increasing blood glucose levels.
9802124,"These and previous findings suggest that the somnolence induced by a moderate degree of hypoglycemia may not entirely be the direct consequence of neuroglycopenia and that AVP may, directly or indirectly, be involved."
2126219,"Fluvoxamine worsened tics, led to coprolalia, and did not help the OCD."
2126219,The addition of pimozide dramatically reduced both OCD and Tourette's symptoms.
2126219,Double-blind sequential discontinuation of fluvoxamine and pimozide confirmed that pimozide alone reduced only tics and the combination of fluvoxamine and pimozide was required for the improvement in OCD.
2126219,Some OCD patients unresponsive to a 5-HT reuptake inhibitor alone may benefit from the addition of a dopamine antagonist.
28524864,Here we evolve the antibiotic resistance protein TEM-1 towards resistance on the antibiotic cefotaxime in an Escherichia coli strain with a high mistranslation rate.
25095803,"Since the second part of the twentieth century, the industrialization of pharmacotherapy, the development of antimicrobial chemotherapy and the introduction of new antibiotics (streptomycin, isoniazid, para-aminosalicylic acid, ethambutol and pyrazinamide) deeply revolutionized treatment for tuberculosis, allowing to achieve important successes."
35144718,"Glucose metabolic and hypoxic brain issues likely predispose subjects with pre-existing diabetes, cardiovascular or lung problems to long COVID as well."
35144718,The same is true for diabetes medications such as metformin.
35144718,"The reported protective effects of psychotropics and antihistamines against COVID-19, the earlier reports of reduced number of sigma-1 receptors in post-mortem schizophrenic brains, with many antidepressant and antipsychotic drugs being antihistamines with significant affinity for the sigma-1 receptor, support the role of sigma and histamine receptors in neuroinflammation and viral infections."
29468621,"Invasive mycosis caused by the Aspergillus, Fusarium, and Mucor can be fetal, especially in the immunocompromised patients with central nervous system (CNS) involvement."
32728087,"Therefore, analysis of the red king crab transcriptome and identification and characterization of its AMPs could potentially contribute to the development of novel antimicrobial drug candidates when antibiotic resistance has become a global health threat."
33990974,Simulating thermal oxidation to understand the dynamic change mechanism of lipids is meaningful for processing of Chinese mitten crab products and catering to public sensory orientation.
22318375,Subway suicide attempts increased with the daily number of passengers getting on the trains and with the stations' use as meeting points by drug users.
22318375,"Suicide attempts seem to depend mostly on passenger-based characteristics, specifically on the station's crowdedness and on its use as meeting point by drug users."
12473762,Kleine-Levin syndrome (KLS) is a rare disorder of unknown etiology.
12473762,Pathophysiologic hypotheses include a hypothalamic dysfunction and abnormalities in the central serotonin and dopamine metabolism.
34736115,"When ultrasound was replaced by a simple agitation in the presence of ClO2, there was no inactivation for both microorganisms."
34514909,"Amide, formyl, or nitrile groups at the indole 3-position provided drug-like properties for reduced toxicity, with Polar Surface Areas (PSA) above a desirable 75 Å2."
34605051,Analysis of the temporal order of resistance development in independent populations repeatedly revealed the same series of events: disomy of chromosome VIII followed by a single additional adaptive mutation in either tubulins or kinesins.
35599768,This is one of the first efforts to characterize substance use frequency and dynamic associations with psychotic symptoms and negative affect from ESM data in both clinical high risk (CHR) and early psychosis (EP) individuals.
35593097,"Carers primarily associated the effects of SC such as psychotic episodes, to their sons being vulnerable individuals with mental health challenges rather than due to their drug habit."
32729963,Methionine restriction (MR) is known to potently alleviate inflammation and improve gut microbiome in obese mice.
2983630,"The effects of oral administration of caffeine (10 mg/kg) on behavioral ratings, somatic symptoms, blood pressure and plasma levels of 3-methoxy-4-hydroxyphenethyleneglycol (MHPG) and cortisol were determined in 17 healthy subjects and 21 patients meeting DSM-III criteria for agoraphobia with panic attacks or panic disorder."
2983630,"Caffeine produced significantly greater increases in subject-rated anxiety, nervousness, fear, nausea, palpitations, restlessness, and tremors in the patients compared with healthy subjects."
2983630,Seventy-one percent of the patients reported that the behavioral effects of caffeine were similar to those experienced during panic attacks.
2983630,"Because caffeine is an adenosine receptor antagonist, these results suggest that some panic disorder patients may have abnormalities in neuronal systems involving adenosine."
29673121,"Neuraminidase inhibitors are recommended for children hospitalized with influenza-related respiratory infections, and oseltamivir is the first choice of treatment in most situations."
35320002,Increased dietary intake of niacin has been correlated with reduced risk of Alzheimer's disease (AD).
35320002,"The genetic inactivation of Hcar2 in 5xFAD mice, a model of AD, results in impairment of the microglial response to amyloid deposition, including deficits in gene expression, proliferation, envelopment of amyloid plaques, and uptake of amyloid-β (Aβ), ultimately leading to exacerbation of amyloid burden, neuronal loss, and cognitive deficits."
35320002,"In contrast, activation of HCAR2 with an FDA-approved formulation of niacin (Niaspan) in 5xFAD mice leads to reduced plaque burden and neuronal dystrophy, attenuation of neuronal loss, and rescue of working memory deficits."
34171402,It also exerts neuroprotective effects against glutamate- or β-amyloid (Aβ) -induced cell death.
33022487,"Sodium oxybate (SO), the sodium salt of γ-hydroxybutyric acid, is one of the primary pharmacologic agents used to treat excessive sleepiness, disturbed nighttime sleep, and cataplexy in narcolepsy."
33022487,"Clinicians are advised to consider daily sodium intake in patients with narcolepsy who are treated with SO and have comorbid disorders associated with increased cardiovascular (CV) risk, in whom sodium intake may be a concern."
33022487,It remains unclear whether all patients with narcolepsy treated with SO should modify or restrict their sodium intake.
33022487,"To appraise attributable risk, critical evaluation of the literature was conducted to examine the relationship between CV risk and sodium intake, narcolepsy, and SO exposure."
33022487,"The findings suggest that increased CV risk is associated with extremes of daily sodium intake, and that narcolepsy is associated with comorbidities that may increase CV risk in some patients."
33022487,"In the absence of data that specifically address CV risk with SO based on its sodium content, the clinical evidence to date suggests that SO treatment does not confer additional CV risk in patients with narcolepsy."
16309196,"The possible apoptosis-inducing activity of codeinone, an oxidative metabolite of codeine, without or with anticancer drugs, was investigated."
9255384,Results showed that chronic morphine treatment induced a marked injury to the LC neurons.
35600619,"SIBO presents with symptoms which overlap with symptoms of FD and IBS, point toward the possibility that SIBO is either the cause or the consequence of functional gastrointestinal disorders (FGIDs)."
35600619,"More recently, new terms including ""intestinal methanogen overgrowth"" and ""small intestinal fungal overgrowth"" have been introduced to emphasize the contribution of methane production by archea and fungi in small intestinal dysbiosis."
35600619,"Utilizing jejunal fluid culture, the results can potentially be affected by cross contamination from oropharyngeal and luminal microbes, and there is controversy regarding the best cut off values for SIBO diagnosis."
35592103,"Mycobacterium phlei (M. phlei) is a nonpathogenic nontuberculous mycobacteria (NTM), and M. phlei infection of the bone is extremely rare."
35592103,We report a rare case of high-titer AIGAs presenting with Sweet's syndrome (SS) accompanied by opportunistic coinfection with multiple pathogens during 12 years of follow-up.
35579740,"In this article, we review the most recent research on the role of date palm (Phoenix dactylifera L.) fruits (DPFs) to prevent or treat COVID-19 infection."
35579740,"Therefore, it can be concluded that regular consumption of DPFs may be associated with a lower risk of some chronic diseases."
